LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
17000,97713,164869,,Other,,0,,253.4763166,,23,36.45229579
42600,22446,66485,DebtCon,Other,17,0,0,204.2036332,0,30,41.15627594
16100,49244,65523,HomeImp,Office,2,0,0,110.2198934,0,17,31.00152371
5500,71644,72696,HomeImp,Sales,4,2,0,150.8658451,0,22,40.44256779
26300,,45913,DebtCon,Other,,,,92.57722408,,13,27.92400089
13700,59530,81068,DebtCon,Other,0,0,0,108.0191417,3,10,37.84664809
10000,87579,105000,DebtCon,Other,13,0,0,209.9666667,3,16,
10000,63218,76500,DebtCon,Office,5,2,3,183.6666667,3,30,
17800,100277,163702,,Other,,1,,256.8544712,,24,36.35403645
16900,31143,75125,HomeImp,Other,,1,0,237.1790454,0,49,42.13228057
10000,59764,77870,DebtCon,Sales,7,0,0,136.9,0,35,
15200,41049,50892,DebtCon,ProfExe,1,0,0,276.1673578,1,34,38.37983372
27200,83894,121302,DebtCon,ProfExe,6,0,1,124.2746965,0,18,29.73248931
13900,47741,69111,DebtCon,Other,2,0,0,254.2596131,0,21,28.88561818
40600,14534,60000,DebtCon,Other,20,0,0,206.9666667,1,31,
13500,91734,114906,DebtCon,Other,12,0,0,211.8769452,3,15,38.10420812
51000,39609,60837,DebtCon,Office,5,0,,178.8886708,0,16,30.84104501
13200,69195,79252,DebtCon,Office,13,0,0,248.7881304,3,37,41.90560462
16900,30856,56961,HomeImp,Other,11,0,0,116.8177074,1,10,20.34458217
34600,143542,195327,DebtCon,ProfExe,23,0,0,174.6353487,1,22,37.44738401
12800,77318,97616,DebtCon,Mgr,6,0,0,125.5348018,2,27,39.46266339
88500,50240,94687,DebtCon,Other,16,0,0,214.4262056,0,16,34.75115835
10200,70882,98154,DebtCon,Other,16,,,153.1181363,3,15,25.1199559
21800,48162,70361,DebtCon,Office,2,0,0,227.9862791,0,12,36.0618164
18600,72860,90347,DebtCon,Other,0,1,1,104.0404669,2,26,36.02592528
16500,44946,64918,HomeImp,Other,25,0,0,247.2784079,0,14,24.35794954
15300,127172,156578,DebtCon,Mgr,,0,0,213.2860218,0,19,36.29035353
14400,61121,88844,HomeImp,Other,,0,0,295.792111,0,20,30.30376695
22800,74979,109716,DebtCon,Mgr,9,0,1,289.8223697,1,28,31.47990688
12000,150000,175065,DebtCon,ProfExe,7,,1,206.6666667,4,26,
24200,49798,67458,DebtCon,Other,6,0,0,68.93111023,2,18,36.46436586
21600,45421,75632,DebtCon,Office,2,0,1,230.2422347,0,11,33.45738088
11100,35782,45550,HomeImp,Other,8,0,0,109.2843458,0,3,36.15980592
35700,238104,43026,DebtCon,Mgr,3,0,1,206.6470786,3,49,41.27663712
50900,,85196,HomeImp,Other,,0,0,351.4508781,0,6,21.59548
27500,,40807,DebtCon,Other,8,1,,95.53351917,,13,20.39892362
21400,7259,24770,DebtCon,Other,,0,0,62.26356587,2,18,41.57670052
14900,101179,117405,HomeImp,Office,2,0,0,133.9305097,1,22,35.54740722
12000,94000,112125,HomeImp,Office,2,0,0,143.0333333,1,22,
14000,92583,114379,DebtCon,Other,10,0,0,169.4483417,0,27,34.1307686
9200,92395,114494,HomeImp,Office,24,0,0,130.3767882,1,11,39.11215036
15400,25822,43334,,Office,1,0,0,211.0166419,0,15,40.52940513
13600,55901,87519,DebtCon,Office,13,0,1,107.9131329,0,23,36.3270224
15100,127045,163833,DebtCon,Office,4,0,0,135.9752767,0,21,25.86181234
15900,97478,120514,DebtCon,Office,1,,3,264.2609164,1,29,41.84027524
24300,50826,68199,DebtCon,Other,7,0,0,71.1819889,1,19,36.49620108
16600,97749,164103,,Other,,1,,263.8467774,,23,37.38685429
24300,21660,48475,DebtCon,Other,26,0,0,102.7828355,0,10,23.24795828
20000,170706,224233,DebtCon,Office,11,0,0,207.0346845,0,32,41.10248922
18600,20915,40098,,Office,2,0,0,213.4505369,0,16,40.25003373
47600,39364,108232,HomeImp,Self,9,0,0,199.3332859,2,35,40.18942197
12000,30777,43157,DebtCon,Other,8,,0,151.699431,7,28,38.17774295
9600,84333,201281,HomeImp,Self,14,0,0,13.21305726,,7,17.82563094
33700,132617,172152,DebtCon,Mgr,15,0,0,178.4111833,1,28,42.45764485
28900,,117991,DebtCon,Mgr,7,0,0,159.5500246,0,27,32.16500253
11200,29348,87351,HomeImp,ProfExe,20,0,0,224.3948946,0,11,26.1296273
11900,201264,227295,HomeImp,ProfExe,10,0,0,239.7433663,0,22,33.77633696
16100,99844,114647,DebtCon,Other,11,0,0,169.983556,0,27,33.52327854
59500,47485,69981,DebtCon,Other,4,0,0,100.1393112,0,20,29.47367331
53800,,81322,HomeImp,Self,9,0,0,171.4475547,0,22,24.70906036
5100,85583,115341,HomeImp,ProfExe,7,0,0,177.9582551,1,28,26.25797013
54000,176922,256977,DebtCon,ProfExe,6,0,0,225.5657,2,33,37.98968921
10300,65876,80064,DebtCon,,3,0,0,220.8259789,0,15,30.633131
25100,118559,150172,DebtCon,Office,4,,,279.1980214,1,37,42.98797946
20100,137009,286955,HomeImp,Mgr,3,0,0,196.9841162,0,14,30.08535009
6200,133882,155222,HomeImp,ProfExe,9,0,0,212.5376432,0,19,20.61678366
21600,41105,65411,DebtCon,Other,25,0,0,303.2340527,3,32,35.24732771
22100,24000,49000,DebtCon,Other,14.4,0,0,109.5666667,2,25,
12400,132894,198168,HomeImp,Office,0,0,1,355.1639113,0,16,40.54029537
24500,33537,57048,DebtCon,Other,14,0,0,99.37613252,1,24,28.49500481
14500,41911,54985,DebtCon,ProfExe,4,0,0,254.6645258,0,35,38.72467961
14800,30282,61986,DebtCon,ProfExe,7,0,0,249.2488046,0,16,21.00928089
10600,63245,82041,DebtCon,Office,3,1,3,184.5725782,3,29,38.21903431
12800,67867,78660,DebtCon,Other,3,,,159.8014934,,34,30.01090961
11400,59813,72873,DebtCon,ProfExe,13,0,0,234.3302405,4,31,39.35147085
22900,28217,52804,DebtCon,Other,14,0,0,109.3656846,1,25,30.58772816
13300,,72583,,,1,0,0,,0,0,3.72042142
16600,71096,104437,HomeImp,ProfExe,9,0,0,246.9596363,1,12,37.09953261
18400,94952,129177,DebtCon,ProfExe,12,,,140.4807035,,24,29.96750585
17400,25859,43684,DebtCon,Mgr,16,1,0,95.36306868,1,17,27.10761957
18900,83474,104133,HomeImp,ProfExe,4,0,0,109.9887849,1,24,38.86401954
6400,70035,78635,DebtCon,Sales,3,0,0,147.0771635,0,31,31.20612976
16500,23169,41677,DebtCon,ProfExe,20,0,0,208.0769432,2,15,34.43057515
42800,7382,71331,HomeImp,Office,,0,0,321.7808575,0,19,16.54506284
11500,64371,73636,DebtCon,ProfExe,2,0,0,162.1162539,1,35,39.79119896
32400,128523,179390,DebtCon,Mgr,13,0,0,150.0842871,1,28,43.14434551
35200,239513,37076,DebtCon,Mgr,0,0,1,183.3734524,2,49,40.7798487
9900,26427,87134,HomeImp,ProfExe,20,0,0,244.3652465,0,11,25.00396549
20200,41479,70102,DebtCon,Office,5,0,0,172.9117149,2,26,33.83467117
7100,58639,72412,DebtCon,ProfExe,14,0,0,120.0334646,0,20,43.67874666
17700,107395,133433,DebtCon,ProfExe,6,0,0,96.15756174,0,13,27.59227738
18700,118208,130216,DebtCon,,14,0,0,190.9573245,0,17,40.74823463
16200,62783,94394,DebtCon,Office,1,0,0,167.429347,0,25,23.69115685
17600,56090,103992,HomeImp,Other,1,0,2,46.87513575,1,10,39.08182644
19800,13830,85587,DebtCon,Other,20,0,0,229.5182951,3,40,35.31106586
30500,57516,103086,DebtCon,Office,3,0,0,166.1995272,2,24,37.81408909
22200,45148,85341,HomeImp,Other,24,0,0,275.601041,1,7,23.46160875
6300,44226,57779,DebtCon,,7,,0,63.62641325,,16,33.11182911
34100,241931,36486,DebtCon,Mgr,1,0,2,196.0088316,3,50,42.45858179
13900,41641,53200,DebtCon,Other,,0,0,83.06246819,0,15,42.40363421
19700,5700,24457,DebtCon,Other,,0,0,60.15632991,1,19,41.36387828
68700,197356,291242,DebtCon,Self,10,0,0,217.8016474,2,24,29.42305804
23000,68275,89967,DebtCon,ProfExe,8,1,0,140.7144149,4,25,33.6949437
11600,64143,78851,DebtCon,Office,6,0,3,201.369922,3,29,35.79580494
12100,50100,66410,DebtCon,Other,3,0,0,176.0098643,0,14,28.54860369
27300,,37531,HomeImp,Other,22,0,0,82.66026948,2,14,29.60984756
79100,23553,103807,HomeImp,,25,0,1,142.1934579,0,13,31.4699374
8400,82597,83858,HomeImp,Other,25,0,0,350.5681362,1,47,28.91075714
12000,88000,118750,HomeImp,Mgr,3,0,3,153.5,0,26,
28700,131767,214558,DebtCon,ProfExe,10,0,0,238.794891,2,27,20.52327227
12000,35721,52938,HomeImp,Other,23,0,1,125.928071,0,22,38.62702499
52900,48825,59418,DebtCon,Office,13,0,0,102.338683,1,25,38.75199499
15700,83830,122719,,,,,,,,,35.16514615
15000,94705,114400,DebtCon,Other,9,0,0,300.2666667,2,19,
8000,38758,46466.26,HomeImp,Mgr,21,1,1,229.3,1,18,
28200,61038,87534,DebtCon,Other,8,0,0,137.4878193,3,30,39.3600186
22400,62354,88287,DebtCon,Office,3,,,163.0564094,,16,37.17139554
21700,70252,186320,,Other,11,0,0,356.886499,1,16,30.18400134
6000,129731,154113,HomeImp,ProfExe,12,0,0,213.5333333,0,19,
25500,44562,79481,DebtCon,Other,10,0,0,126.2778082,1,19,40.25073803
17000,51018,108148,HomeImp,Office,0,,2,114.9462923,0,23,40.24125987
7100,54700,68500,DebtCon,,19,0,0,155.2,1,12,
17100,74922,91187,DebtCon,Mgr,0,0,0,80.58265559,0,16,26.76776884
13700,84761,95382,HomeImp,Office,,0,0,171.9458387,1,25,41.96010591
13700,53094,79069,HomeImp,Other,2,0,2,155.8152865,0,13,29.55636639
25000,84000,120000,DebtCon,Other,1.5,0,0,188.7682131,2,25,
4500,66127,79087,HomeImp,Other,4,1,0,81.3490651,0,15,40.70530876
11700,95411,117927,DebtCon,ProfExe,14,0,0,177.9266958,1,17,34.49056413
18500,14111,71628,DebtCon,Office,,0,0,246.9909305,0,22,39.61154172
30000,187000,293000,DebtCon,Other,28,0,0,156.6333333,0,23,
22500,75010,114769,DebtCon,Mgr,9,0,1,294.2971661,1,28,30.61105116
5400,68625,82304,DebtCon,Sales,2,0,0,136.6329442,0,30,32.05002349
13300,74609,115056,DebtCon,Other,6,0,0,77.4451063,2,14,36.86921264
9800,69919,100267,DebtCon,Other,16,,,130.8860074,3,15,26.83504341
10100,114590,215784,HomeImp,ProfExe,2,0,0,123.1691828,0,14,27.84508378
65800,71611,146689,HomeImp,Office,8,0,1,132.8466231,0,11,41.7807059
17500,49968,68025,HomeImp,Office,3,0,0,126.0794526,0,18,34.10902705
28300,137159,186153,DebtCon,Mgr,0,,,112.1728125,,38,29.87473149
12000,63019,74204,DebtCon,Office,6,0,0,98.59173833,2,14,24.49043836
18000,56000,78000,DebtCon,,4,0,0,108.5333333,0,16,
3600,83700,111800,HomeImp,ProfExe,6,0,0,192.7333333,1,28,
8000,63700,79754,DebtCon,,3.8,0,0,208,0,16,
17300,110614,137552,DebtCon,ProfExe,6,0,0,85.23250072,0,13,31.34436552
20700,71408,103991,HomeImp,Other,4,0,0,208.3517505,1,12,31.32739444
16500,44330,72618,DebtCon,Other,6,0,0,101.4953657,2,15,41.4570252
22700,91303,98362,HomeImp,,7,,,,,,30.68101515
21200,103264,148968,HomeImp,ProfExe,8,0,0,161.8591186,1,22,34.54854127
21600,77139,185494,,Other,11,0,0,358.4284243,0,17,33.16743122
19100,73217,93033,DebtCon,Other,1,2,1,113.6945661,2,26,36.38416382
21100,143487,180122,HomeImp,Mgr,7,0,0,324.1633286,0,16,43.25118252
19900,25589,90051,DebtCon,ProfExe,8,0,0,138.9905144,0,20,30.27109245
3800,,73189,,,,,,,,,22.25394916
25700,63054,104624,DebtCon,Other,15,0,1,132.1071172,0,29,40.20529288
29300,68024,115954,HomeImp,Other,6,,,109.9150205,11,21,44.36917076
6700,66587,70710,DebtCon,ProfExe,9,1,0,43.92338263,1,24,39.73857627
10200,77571,102732,HomeImp,ProfExe,6,0,0,100.6296635,0,34,37.36151357
10900,45028,61014,DebtCon,Other,10,0,0,72.49466093,0,23,35.66764597
22400,38669,105881,HomeImp,Other,6,0,0,125.2428417,0,14,32.77827083
9400,122412,178547,DebtCon,Other,7,0,0,226.0888071,0,19,35.46338698
10100,45493,54605,HomeImp,Mgr,21,0,1,234.5917784,0,18,36.59466404
17400,43110,73614,DebtCon,Mgr,1,0,0,114.2891824,1,8,26.37910802
24400,93411,140031,HomeImp,ProfExe,6,0,0,177.5112494,0,32,31.02733592
24000,31243,50602,HomeImp,Self,3,1,,135.1985187,,11,25.35716493
21300,72450,88622,DebtCon,Other,3,0,0,117.2101261,1,29,32.66110554
18400,63569,95729,HomeImp,ProfExe,23,0,0,237.2759487,0,23,38.41536702
10300,74624,96697,DebtCon,Office,7,0,0,217.2353212,3,28,41.51130079
18000,,53365,DebtCon,Other,,,,340.460801,,17,30.57565003
18600,14167,71194,DebtCon,Office,,0,0,264.0171241,0,21,40.24690114
16400,57139,164133,DebtCon,ProfExe,21,0,0,238.4610031,0,27,22.20684602
6400,81116,86148,HomeImp,ProfExe,8,0,0,262.1754261,0,11,42.06826818
17100,22162,128989,DebtCon,Other,11,0,0,367.9970935,0,9,40.64091611
11100,50350,58837,DebtCon,Other,6,0,0,80.84321682,0,10,28.79316627
19200,101641,160839,,Other,,1,,260.8349929,,23,37.12360431
26200,149599,181869,DebtCon,Other,1,0,0,204.0289898,0,35,39.80087956
10700,67523,85560,DebtCon,Sales,5,0,0,126.8429349,0,35,26.00166533
22500,,42800,DebtCon,Other,,,,89.3,,13,
8700,79062,98038,DebtCon,ProfExe,4,0,0,139.2640336,0,26,33.57803554
20400,81823,114832,DebtCon,Mgr,18,0,0,234.3920415,4,31,35.20581884
14600,54040,66442,DebtCon,Other,6,0,0,237.5992543,0,18,34.88343531
13100,44817,59544,DebtCon,Other,,0,0,71.46170475,0,15,41.60981324
10300,,51053,HomeImp,Other,10,1,0,306.9922054,2,12,34.48387842
15400,28669,43078,DebtCon,Mgr,14,1,0,108.1988949,1,17,24.67417485
6800,75964,88754,DebtCon,Mgr,19,0,1,298.7004822,0,23,39.10750164
19500,8861,170687,HomeImp,Mgr,23,0,0,76.78849548,2,20,31.58400286
18900,44605,65489,DebtCon,ProfExe,15,0,0,189.0084559,0,23,38.57108327
11300,54984,63958,DebtCon,Mgr,4,0,0,190.92093,1,16,28.08685484
20500,183000,230000,DebtCon,ProfExe,2,0,0,288.8666667,1,27,
18000,88000,131300,DebtCon,Mgr,14,0,0,179.5666667,2,26,
34000,232312,286305,DebtCon,ProfExe,4,0,0,219.6589319,0,29,15.73593489
26500,34678,68000,DebtCon,Mgr,14,1,0,88.3,6,16,
15900,112973,129878,DebtCon,,17,0,0,179.1340086,0,17,39.19202587
12600,76002,94236,DebtCon,Other,11,0,0,164.7623042,5,21,39.52570494
22700,73280,92961,DebtCon,ProfExe,8,0,1,109.5702924,3,26,34.61442256
27000,54834,85391,DebtCon,Other,9,0,1,132.5785446,2,30,39.30573912
25500,79689,117577,DebtCon,ProfExe,9,0,0,114.9684987,0,19,26.48488637
16000,66395,85782,DebtCon,Other,1,2,1,99.51921755,1,25,33.20696963
9100,,74450,,,,,,,,,23.94251651
8500,78346,82226,HomeImp,Other,22,0,0,320.3495426,1,47,30.19939952
25100,147622,187441,HomeImp,Self,3,0,0,170.4807208,0,16,41.52143161
5000,74225,89640,DebtCon,ProfExe,0.3,,,,,,
7600,,40341,HomeImp,Other,3,0,0,265.0204754,1,25,43.30010531
10200,,64377,HomeImp,Other,,0,0,347.2450131,0,6,37.77468156
12800,117391,210072,HomeImp,ProfExe,1,0,0,136.6209694,1,14,27.12488931
17100,49951,111291,HomeImp,Office,1,,2,151.1045925,1,23,39.48719814
10800,83441,92148,DebtCon,Mgr,5,0,0,119.145844,1,26,40.97863532
32300,195243,294372,DebtCon,Other,27,0,0,150.2093805,0,22,39.07277566
14800,43983,60826,DebtCon,,4,1,1,113.8979666,1,9,27.10808171
17800,44326,79651,DebtCon,ProfExe,4,0,0,246.7969491,3,32,32.50901207
4300,72021,80027,HomeImp,Other,2,2,0,263.9703003,0,5,36.43209394
18100,27186,77694,HomeImp,Other,,0,0,249.4133616,0,50,43.72793048
28500,73188,111925,HomeImp,Other,5,,,123.6131744,11,21,44.52055475
14500,52440,62150,DebtCon,Other,4,0,0,174.6769004,0,13,27.19172091
15400,10074,57135,DebtCon,ProfExe,4,0,0,310.3667568,0,16,17.60120617
19800,47488,77916,,,,,,,,,37.3082467
7400,73985,114849,DebtCon,Office,0,0,0,238.5863034,1,38,18.42136986
11300,56651,71353,HomeImp,Other,29,1,2,176.9129878,1,24,38.54444186
28300,,29512,HomeImp,Other,24,0,0,78.10906973,2,14,30.51328344
17300,65136,83847,DebtCon,Office,6,0,0,127.0999737,0,20,24.5182717
20400,52109,100316,DebtCon,Office,0,0,4,166.9381999,0,46,35.52622751
20100,14749,74584,DebtCon,Office,,0,0,252.6059316,0,22,38.80187707
23500,,59600,DebtCon,Other,26,0,0,127.8,0,9,
16100,,29725,DebtCon,Other,11,,,85.95153044,2,8,33.49604656
22400,18371,38311,DebtCon,Other,1,0,0,37.23500048,2,3,29.4760034
18400,65519,89276,DebtCon,Other,0,1,2,123.098552,2,26,36.35420324
25000,140000,183600,DebtCon,ProfExe,12.6,0,1,148.1333333,0,37,
27200,145725,179197,DebtCon,Other,1,0,0,183.3762884,0,34,40.28747993
14100,36309,53321,HomeImp,Other,8,0,0,110.2063505,1,10,19.18791401
51600,31536,81233,HomeImp,Other,2,1,0,267.1343742,6,13,40.15503117
12600,85335,97094,DebtCon,Other,2,0,0,116.086609,1,32,40.84524619
8500,,42980,HomeImp,Other,,,1,76.01075257,0,9,37.6596682
17000,97517,141718,DebtCon,Office,2,,,128.4175979,3,15,31.16602944
15900,94078,118359,DebtCon,Other,13,0,0,125.5519994,1,8,37.78182264
35000,197906,265000,DebtCon,ProfExe,4,0,0,246.5666667,0,32,
13800,,43082,HomeImp,Other,0,0,0,316.0362444,0,9,26.16601382
16900,47129,62342,DebtCon,Other,15,0,0,290.1489212,0,21,30.3185968
8500,6424,32365,,,,,,,,,33.9044645
24500,,51623,DebtCon,Other,,,,91.86238836,,12,28.87957066
15600,68056,103179,HomeImp,ProfExe,7,0,0,263.3894092,1,12,37.1830778
21000,101678,144063,HomeImp,ProfExe,9,0,0,167.7183935,0,22,32.20492622
35100,33844,55100,DebtCon,Other,,0,0,,6,0,34.70302378
16100,76981,106014,DebtCon,ProfExe,0,0,0,269.3426287,1,21,39.79911228
6800,57439,74816,HomeImp,Mgr,2,0,2,126.3032351,0,22,27.11865353
12800,,,,,,,,,,,24.65967048
3600,61327,76484,HomeImp,Mgr,9,,2,202.5107752,0,25,41.5163897
6600,,48800,HomeImp,,0,0,0,,0,0,12.21943615
9400,77410,116693,DebtCon,Office,0,0,0,245.0836519,0,37,17.17690066
9200,69657,89082,DebtCon,,3,0,0,217.3211547,0,16,28.74989037
18500,49367,71485,DebtCon,ProfExe,10,0,0,175.3870489,1,42,37.77222165
7400,82412,91326,DebtCon,Mgr,19,0,1,316.9470825,1,24,37.90875019
30800,125787,175196,DebtCon,Mgr,13,0,0,157.8776807,2,29,41.35097453
10000,84580,118924,HomeImp,Office,31,0,0,341.9449756,2,37,35.24889763
10400,63505,75811,DebtCon,Other,3,0,0,182.0920717,2,17,33.69078564
20500,87892,136867,DebtCon,Other,10,0,0,96.92964469,3,15,40.16291939
29200,50105,83815,DebtCon,Other,21,0,0,188.2010287,0,26,35.59575067
17800,83080,108348,HomeImp,ProfExe,1,0,0,132.6098608,0,25,36.45908768
38000,58200,108000,DebtCon,Mgr,16,0,1,195.8333333,0,22,
26100,,35271,DebtCon,Other,9,0,,96.52831616,,14,23.31865001
33200,119049,175867,DebtCon,ProfExe,17,0,0,112.4677853,0,16,28.51781662
14500,,35183,DebtCon,Other,12,,,94.36324735,1,8,32.60500098
25900,59575,85837,DebtCon,Other,22,0,1,189.7553505,0,19,24.87461511
11600,,36474,HomeImp,Other,,,1,93.72713803,0,10,37.20295356
19400,52677,80424,DebtCon,Mgr,9,2,0,65.84753037,2,28,34.9508231
13700,38981,67536,DebtCon,Mgr,,,,,,,35.18815986
12200,57785,72971,DebtCon,Other,2,0,0,166.8994602,1,16,34.70964393
17600,44571,66088,HomeImp,Office,2,0,0,126.0903816,0,17,30.87190179
15900,16744,52234,DebtCon,ProfExe,3,0,0,288.4159495,0,16,17.45222743
19200,68902,98737,DebtCon,Office,1,0,0,166.8165741,4,19,33.03507598
27000,54515,82539,DebtCon,Other,20,0,0,203.8613989,0,26,37.11235228
15300,109767,117552,DebtCon,ProfExe,0,0,0,125.9425923,0,30,37.68939304
9500,41541,57280,DebtCon,Other,6,0,0,69.22936935,1,10,29.16012708
15600,51990,141518,DebtCon,Other,1,0,0,272.5030662,3,43,39.30182319
23600,50424,70281,DebtCon,Other,24,0,0,312.7384712,4,31,35.77167592
24800,109084,140355,DebtCon,Mgr,11,2,0,183.7952585,5,18,40.60479583
16000,96000,160050,,Other,,1,,260.7666667,,24,
8500,50031,57276,DebtCon,Office,0,0,0,171.2128147,0,21,35.15870257
33300,19675,47894,DebtCon,Mgr,6,0,0,42.43527965,0,7,36.66861708
17300,79412,114906,DebtCon,Mgr,17,0,0,247.3605705,4,30,36.53643556
18900,127269,203737,HomeImp,ProfExe,14,0,0,206.2000368,0,21,36.27285836
8500,49266,64461,DebtCon,Other,22,0,0,264.4080231,3,29,37.97675792
42900,101731,155688,DebtCon,Other,14,,1,235.352057,3,30,43.18142449
13600,66098,76014,HomeImp,Office,12,0,0,245.6056956,1,32,43.39620459
8200,,49362,,,,,,,,,11.76969215
14400,89605,106290,HomeImp,Other,20,0,0,121.7476008,4,24,29.30354901
50400,53024,65024,DebtCon,Office,12,0,0,103.1857617,1,25,40.86786973
40800,127034,198587,DebtCon,Mgr,,1,0,186.5429439,0,25,35.40002128
14700,106417,123580,HomeImp,ProfExe,9,0,0,166.4960653,3,31,29.31671006
30300,54352,79302,DebtCon,Office,0,0,0,152.2027769,3,19,41.62936282
17000,134689,158661,DebtCon,Mgr,,0,0,227.3954647,0,19,36.42557176
34000,57025,103563,DebtCon,Office,3,0,0,173.4941319,2,24,36.91389765
8200,117314,132770,DebtCon,Self,4,0,1,176.3345415,0,19,34.55205243
20000,145000,117500,,ProfExe,5,0,0,96.4,3,34,
10000,127319,194992,HomeImp,Office,1,0,1,337.6899717,0,16,41.44750595
39000,36335,50704,DebtCon,Other,,0,0,,7,0,31.2443985
7400,88288,119677,HomeImp,ProfExe,5,0,0,194.37214,1,27,26.64608364
7900,44690,45841,DebtCon,Office,10,0,0,185.6215923,0,22,32.28572409
14000,83645,101615,HomeImp,ProfExe,5,0,0,116.3376843,0,26,28.29673484
13500,40786,66872,DebtCon,Mgr,,,,,,,35.36413972
27900,55859,92179,DebtCon,Office,0,0,1,94.93254438,0,23,33.09789894
24000,43427,68308,DebtCon,Other,25,0,0,302.772262,2,31,34.87185516
16700,11059,92706,HomeImp,Other,13,0,1,262.61034,0,23,29.88475774
8100,53863,74705,DebtCon,Other,0,0,0,66.29457039,8,21,26.04646942
5200,43039,53521,HomeImp,Office,11,,,184.2966873,,19,24.41476318
16000,71670,84124,DebtCon,Other,10,0,0,81.59612884,3,12,32.94889897
6500,78741,90599,DebtCon,ProfExe,0,,,,,,29.19886067
9000,56226,67466,HomeImp,Other,7,0,0,126.7450871,0,16,33.98784698
15700,122646,204282,DebtCon,Other,2,0,0,201.9237078,0,17,26.31831366
24900,51155,83000,DebtCon,Other,9,1,1,139.0333333,3,30,
14100,65994,80037,DebtCon,,8,,,,,,27.73520406
5600,76407,77485,HomeImp,Other,9,0,0,91.68377063,0,24,37.77335098
9100,24721,34462,DebtCon,Other,1,0,0,28.10052036,9,7,27.52068217
30400,45747,78829,DebtCon,Office,0,0,0,174.3637482,3,18,41.25679468
10100,49683,55728,DebtCon,Other,0,0,0,91.09579488,0,20,37.13310754
7700,70451,81862,DebtCon,Sales,3,0,0,141.2686711,0,31,31.68194302
13400,87175,115530,HomeImp,ProfExe,13,0,1,180.9451064,1,27,33.90005642
21800,96709,123613,DebtCon,Self,3,0,0,218.7303331,2,27,35.87449455
15700,48093,65686,DebtCon,ProfExe,3,0,0,149.9063788,1,12,30.48636123
7100,53273,54378,HomeImp,Other,5,0,0,84.83724997,0,17,22.86119965
19300,91004,116827,DebtCon,ProfExe,6,0,0,163.2821181,1,20,20.20603258
60000,122729,207797,DebtCon,ProfExe,9,0,0,313.3343967,2,27,35.02857792
18600,132785,155644,DebtCon,Mgr,,0,0,225.7275062,0,20,37.32857399
15700,35873,52800,HomeImp,Other,10,0,0,128.2359137,0,10,20.95025208
7900,40827,55757,DebtCon,Other,14,0,0,87.60346244,0,11,31.8505639
22800,62754,101781,HomeImp,ProfExe,19,0,0,628.9819479,0,24,20.20030223
16700,102687,137417,DebtCon,ProfExe,7,0,0,97.76351186,0,14,31.10800492
15700,46124,67964,DebtCon,ProfExe,6,0,0,155.7547891,2,12,28.79791858
6200,,80078,,,,,,,,,25.37554416
14900,89872,118027,DebtCon,ProfExe,0,1,1,155.4454529,1,34,33.13569677
17900,70444,95860,HomeImp,Office,7,,,95.68425477,0,11,38.14282274
22900,136032,180899,DebtCon,ProfExe,21,0,0,240.3474711,0,24,41.59674747
3200,74864,87266,HomeImp,ProfExe,7,0,0,250.6312692,0,12,42.90999735
11500,63136,81099,DebtCon,Other,3,,,149.0647448,,35,28.97594012
22900,131767,174684,,Mgr,24,,4,329.647795,1,28,32.36162706
30600,35332,71898,DebtCon,Other,10,,,115.2108955,,24,33.07135028
23500,37858,60890,DebtCon,Other,2,0,0,110.0572738,0,17,19.26843955
13600,66754,80156,DebtCon,Other,5,0,0,238.62182,3,26,31.55270697
15700,,28198,DebtCon,Other,12,,,87.62052637,2,9,32.44547552
27200,70730,93752,DebtCon,Office,8,0,0,165.9193329,0,20,36.17090549
18700,69954,104510,DebtCon,Office,10,0,0,211.2433112,2,13,33.54985877
10400,78320,100017,DebtCon,Other,10,0,0,167.4225397,4,21,41.97487828
14100,86996,108452,HomeImp,Other,19,0,0,134.9932518,4,24,29.77894608
12700,107653,129752,HomeImp,ProfExe,8,0,0,181.0272753,2,32,29.46672103
19700,49793,113200,DebtCon,ProfExe,16,0,0,251.1041979,0,19,25.03374576
15500,98646,115669,DebtCon,Other,13,0,0,177.5489659,0,26,33.350529
32100,120725,168783,DebtCon,ProfExe,15,0,0,121.5604199,1,17,27.90222161
19500,105000,138375,DebtCon,Office,12,0,2,219.1333333,0,25,
10400,64904,76767,DebtCon,Office,11,0,0,245.0180119,4,37,41.42384414
21300,185874,235968,DebtCon,ProfExe,3,0,0,291.8195388,1,26,36.99364995
19100,46406,64413,DebtCon,Other,16,0,0,285.7252577,0,22,30.77453617
30200,124000,171366,DebtCon,Mgr,13,0,0,176.5,2,28,
26500,,61089,DebtCon,Other,27,0,0,144.1920343,0,9,22.81386786
20600,44826,66226,DebtCon,Office,13,0,1,120.4332624,0,22,40.91194986
2900,104373,120702,HomeImp,Office,2,0,0,101.5402975,0,13,29.91585903
43200,367917,466755,HomeImp,ProfExe,3,0,0,312.3063392,4,15,42.62357404
10400,63626,79477,,Other,12,0,0,260.7972622,0,27,27.94286603
18100,27239,39723,DebtCon,Mgr,17,0,0,111.5322141,1,16,24.44945281
28500,49461,83352,DebtCon,Other,21,0,0,210.0250584,0,26,37.3017641
12100,48622,83158,HomeImp,Other,4,0,2,191.5692916,0,12,29.20449956
