LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
9700,73085,92000,DebtCon,Other,8,0,3,173.5,0,34,
18600,73473,105848,HomeImp,Mgr,9,0,4,186.7128357,1,14,27.64603658
5300,51000,64000,HomeImp,Mgr,10,1,0,98.33333333,0,12,
3000,34542,45900,HomeImp,Mgr,8.5,0,2,62.36666667,0,10,
6000,32446,54904,HomeImp,Other,2,0,0,51.73333333,1,9,
11700,63914,93707,DebtCon,Other,7,3,0,162.579837,2,51,69.48065039
30000,17696,53100,DebtCon,Mgr,20,4,5,147.8666667,0,28,
20000,70862,201500,,Mgr,9.3,0,1,290.1667057,1,25,
16500,50000,,DebtCon,Mgr,1,0,0,120.7333333,3,11,
21600,144276,190797,DebtCon,Mgr,0,1,4,313.4273217,2,18,37.97135495
12900,46266,62000,DebtCon,Other,7,0,0,77.13333333,5,18,
40000,147224,225000,DebtCon,Self,2,0,4,158.2,3,28,
22000,124000,155000,DebtCon,Sales,1,,7,130.3,,55,
16500,92900,116000,DebtCon,Mgr,10,1,,83.16666667,1,27,
12000,87917,,,Other,12.9,0,1,71,0,12,
6500,65000,80400,DebtCon,Other,15,0,0,224.8666667,0,13,
16200,34984,46382,DebtCon,Other,11,0,0,175.1443195,3,20,39.74092813
15000,18500,19000,DebtCon,Other,2,0,1,20.16666667,0,2,
14700,148396,162403,DebtCon,Mgr,13,0,0,163.4989942,0,31,35.42841566
7000,27290,63500,HomeImp,Office,6,,,,,,
20600,52946,83558,DebtCon,Other,0,0,0,65.88287939,0,10,65.14359346
14000,67881,93390,DebtCon,,,,,,,,
8000,21944,31352,DebtCon,Other,0,1,1,33.43333333,9,3,
23800,19612,77300,DebtCon,ProfExe,15,0,6,173.4666667,0,19,
6800,,27410,HomeImp,Mgr,6,1,0,2.033333333,1,5,
33400,59000,85000,HomeImp,Self,2,0,7,240.4333333,3,26,
22300,75600,102000,DebtCon,Mgr,5,0,1,64.93333333,2,28,
19000,64758,119780,DebtCon,ProfExe,19,0,4,349,0,20,
49500,9000,55000,DebtCon,Other,3,0,0,,0,0,
25000,132000,165000,DebtCon,ProfExe,10,0,0,196.8333333,1,29,
31500,15391,,HomeImp,,2.6,6,1,57.83333333,0,8,
41700,,854112,HomeImp,Other,16,0,0,180.6088782,0,23,42.07164538
12900,29891,76571,HomeImp,Other,2,0,0,29.05867023,3,11,31.45850053
5600,55160,86800,HomeImp,Other,3,1,1,148.1333333,1,14,
11900,29822,48574,DebtCon,Office,13,0,0,132.4016914,0,4,36.61115697
8500,29383,45900,DebtCon,ProfExe,8,0,0,122.1333333,0,22,
28100,75768,,DebtCon,Other,9,,0,133.121867,3,33,46.75180011
18800,63836,87000,DebtCon,Other,8,2,1,110.5666667,2,33,
10700,41144,59375,DebtCon,Other,2,0,0,73.6,1,18,
13000,152029,173750,HomeImp,ProfExe,20,0,0,19.33333333,7,5,
8000,92487,113947,DebtCon,Other,8,0,3,151.8173887,0,19,26.45752445
25000,106282,167500,HomeImp,ProfExe,14,2,4,198.8666667,2,28,
11000,85474,118125,HomeImp,Office,2.5,2,0,132.9333333,1,9,
23700,76000,106000,DebtCon,Sales,2.6,1,0,138.9666667,2,38,
11500,47597.57,75937.5,DebtCon,Other,13.5,0,0,89.4,0,7,
25000,105750,141000,HomeImp,Office,15,1,2,305.3666667,2,14,
35000,391000,505000,DebtCon,ProfExe,4.5,0,0,192.7666667,0,22,
13100,,,HomeImp,ProfExe,0.75,,,,,,
10500,89000,268000,HomeImp,ProfExe,,4,,120.8,2,15,
15000,62100,40000,DebtCon,ProfExe,1,0,0,111.6,2,13,
12500,41301,60000,DebtCon,Other,2,0,0,77.23333333,0,12,
14100,61036,84979,HomeImp,Mgr,1,0,0,174.5911708,2,23,50.27621494
16900,63800,85000,DebtCon,Other,2,0,6,127.8,2,33,
20000,21300,308600,HomeImp,ProfExe,2,1,0,274.9,0,30,
10000,26197,46600,HomeImp,ProfExe,9,0,0,165.9666667,2,9,
15000,116400,146450,DebtCon,Other,17.5,0,1,255.6666667,1,29,
12000,,87000,DebtCon,Other,13,,,,,,
2200,23030,,,,19,,,,,,3.7113123
27300,106221,137727,DebtCon,Self,3,0,0,300.5745109,3,45,32.5603594
7500,42721,67000,DebtCon,Other,15,1,3,126.7666667,2,23,
11900,108763,128780,DebtCon,Office,8,0,0,60.3779329,3,21,49.41811438
19300,109000,135000,DebtCon,Office,3,0,0,98.43333333,13,14,
21700,92382,168708,,Mgr,13,2,5,249.2427629,,24,29.3690264
25000,39000,72500,DebtCon,Other,3,0,1,114.6666667,3,22,
18200,67809,89339,DebtCon,Sales,0,3,0,102.4609862,2,19,38.34534078
9900,23767,39293,DebtCon,Other,5,1,0,145.7657738,0,9,24.60512881
6000,42000,58305,DebtCon,Other,19,0,0,90,2,13,
37300,68789,86172,HomeImp,Self,2,0,6,235.6379056,2,25,114.0505277
13000,70000,90704,DebtCon,Other,15,0,3,142.1666667,0,37,
12000,114390,132800,DebtCon,Mgr,10,0,0,95.73333333,0,25,
8200,87979,94854,HomeImp,ProfExe,10,0,0,108.4790238,3,19,41.2706826
8000,63152,,DebtCon,Other,9,1,1,132.9,1,26,
11200,68990,81922,DebtCon,Mgr,12,0,1,120.8858112,2,23,43.15987533
21500,84048,115705,DebtCon,ProfExe,10,,1,122.2897915,1,30,49.37972914
22900,67312,95000,HomeImp,Mgr,3.9,0,2,122.7666667,0,32,
15700,83761,125860,HomeImp,Other,1,0,0,,0,0,
10400,42714,72322,DebtCon,Other,12,0,0,105.0748016,6,15,41.26235347
20500,85884,103546,DebtCon,Other,5,9,0,39.98582958,5,16,34.06826893
20000,107000,146400,DebtCon,Office,0.1,0,2,234.3333333,2,32,
11100,52028,77316,HomeImp,Other,,0,2,194.4848973,1,12,30.79767437
14600,124000,168000,DebtCon,ProfExe,4,0,0,146.8666667,2,29,
10000,76700,97800,DebtCon,Other,25,,10,205.2333333,3,26,
5500,,13770,HomeImp,Mgr,5,0,1,167.3666667,1,8,
10200,29581,39992,DebtCon,Self,3,0,0,149.8746257,2,26,43.19724206
7000,25000,49840,DebtCon,Office,0.6,0,0,139,0,13,
47000,192677,268000,DebtCon,Mgr,15,0,0,165.1,2,20,
9200,70715,85000,DebtCon,Office,26,0,0,143.0666667,2,23,
23700,43712,75191,DebtCon,Office,6,0,0,50.71753483,2,18,37.10325125
30900,106717,,DebtCon,Mgr,4,2,4,172.4323547,0,13,47.79590611
10500,57880,66802,DebtCon,Other,2,0,0,94.59842526,8,21,45.46476584
44400,67272,130818,HomeImp,Other,9,0,0,112.5918505,0,12,43.68096501
12900,117900,143433,DebtCon,Mgr,6,0,0,227.9328934,0,35,47.61976353
3600,61584,61800,HomeImp,ProfExe,10,,,,,,
26800,138216,170052,DebtCon,ProfExe,10,0,0,199.7387114,1,29,76.42147805
6000,16878,25850,,Mgr,1,0,1,218.6,5,34,
22600,69675,92300,DebtCon,Other,16,0,6,240.4333333,0,30,
4500,34184,46000,HomeImp,Mgr,3.5,0,1,122.6,2,22,
13900,51653,85578,DebtCon,Other,13,0,0,90.27307943,0,7,41.69337722
3900,29896,45960,HomeImp,Other,11,0,0,146.1232422,0,14,24.47888119
9900,71371,84865,DebtCon,Mgr,0,2,0,94.80523575,0,12,38.2113051
14300,52260,73000,DebtCon,Mgr,0.6,1,3,62.9,0,17,
15900,43830,59530,DebtCon,Other,4.6,1,0,148.1333333,1,27,
10300,39893,55000,DebtCon,Other,1.5,0,1,99.43333333,2,32,
26200,51599,87148,DebtCon,Other,,0,0,129.9339205,2,19,
39600,,44000,DebtCon,Other,,0,3,214.0333333,1,16,
20000,122000,166100,DebtCon,ProfExe,2.6,0,2,206.9666667,1,18,
2800,4000,60850,HomeImp,Other,16,4,0,112.6333333,2,9,
23200,129355,171709,DebtCon,ProfExe,0,0,0,328.5141214,0,30,40.04844004
7000,53194,81150,HomeImp,ProfExe,14,7,0,183.6333333,2,28,
24400,88000,119100,HomeImp,Other,12,0,0,84.23333333,5,19,
18800,73396,137076,DebtCon,Office,18,0,1,163.5920452,4,20,40.37537241
10500,41500,56247,DebtCon,Other,8,0,1,70.03333333,2,24,
25000,191600,231000,DebtCon,Other,,,3,106.8,1,27,
17200,50742,71000,DebtCon,Other,15,0,0,,0,0,
28900,63748,36392,DebtCon,Sales,9,4,1,124.2478986,6,23,44.57850006
7500,39600,42000,DebtCon,Self,1,0,0,47.7,1,15,
13900,,80868,DebtCon,ProfExe,18,0,0,278.3014245,1,7,43.31320023
7000,138841,160000,DebtCon,Mgr,11,8,0,86.2,2,36,
12500,69117,101503,HomeImp,ProfExe,13,0,7,145.9530178,0,36,36.75998466
22400,,139654,DebtCon,Office,10,,,,,,35.23626524
14300,37000,54000,DebtCon,,0,0,0,320.6333333,2,26,
27500,137900,184000,DebtCon,Office,10,0,0,,0,0,
9000,32539,65440,HomeImp,Office,5,,,,,,42.36894433
14600,21340,44605,DebtCon,Office,13,0,0,126.7304283,0,5,36.46319167
32000,92400,215000,,Self,2.5,1,3,165.3333333,1,40,
16800,16204,27781,HomeImp,Other,1,10,0,190.5770968,0,9,27.14688565
7500,35945,49750,HomeImp,Other,3,0,0,122.0666667,0,23,
4000,58000,69440,HomeImp,Other,3.5,0,1,168.6666667,0,18,
43300,217840,299171,DebtCon,ProfExe,31,0,0,232.2700678,1,24,43.1146909
20500,25984,95541,DebtCon,Other,28,1,5,248.4048782,0,21,17.80584889
3200,23159,,HomeImp,Mgr,20,,2,117.8057478,0,9,0.524499215
25900,,,DebtCon,Other,20,0,2,190.9965648,0,22,31.16238948
3000,,8800,HomeImp,Other,2,0,1,77.76666667,0,3,
13600,30200,43600,HomeImp,Other,0,8,1,230.3,0,18,
5000,85165,107940,HomeImp,Mgr,6,5,3,122.7666667,5,28,
4000,74000,93000,HomeImp,ProfExe,2.6,1,3,186.6333333,,9,
24000,136000,,DebtCon,ProfExe,3,1,6,303.2942857,1,27,
9000,84532,104000,DebtCon,ProfExe,3,0,0,50.66666667,1,3,
2300,37626,46200,HomeImp,Other,3,0,1,122.2666667,1,14,
3500,23200,38666,HomeImp,Other,11,0,0,162.3666667,0,14,
21000,69231,95000,DebtCon,ProfExe,8,0,7,116.7,1,22,
7900,126919,166566,HomeImp,Mgr,10,,,,,,
30000,,46200,,,0,1,3,200.9333333,10,15,
5900,,33100,HomeImp,Other,,0,0,238.6,1,2,
14000,,,HomeImp,Other,17,0,7,184.6131909,0,12,18.19428042
15000,55300,81000,DebtCon,Other,5.3,8,0,259.7333333,4,30,
25000,184000,232760,DebtCon,Other,4,0,4,230.1,2,44,
19000,171106,200000,DebtCon,Other,9.8,3,0,153.1666667,0,26,
13000,64499,86000,HomeImp,Other,1,0,0,109.4,0,19,
11000,122751,140000,DebtCon,Other,5,0,0,116.7,2,30,
10000,49000,70000,HomeImp,Other,,0,3,190.7333333,1,12,
25000,47032,75957,DebtCon,Other,9,0,7,259.4665279,3,22,40.78797575
25000,70150,,DebtCon,Office,4,2,,104.5333333,0,7,
2200,24280,34687,HomeImp,Other,,0,1,300.8666667,0,8,
25000,,48700,DebtCon,ProfExe,11,0,3,41.56666667,3,6,
35000,227000,316000,HomeImp,ProfExe,3,0,0,160.2666667,1,25,
20900,55000,79900,HomeImp,Other,2.5,0,0,45.63113553,1,14,
34400,155536,169503,DebtCon,Office,10,0,0,107.7099227,4,32,58.8269296
17000,54218,75000,DebtCon,Mgr,5,1,0,177.5,6,35,
23300,84083,107407,DebtCon,Self,2,0,1,153.2333333,6,23,
30000,,50000,HomeImp,Office,4,0,1,118.6666667,1,15,
21400,166244,212505,DebtCon,ProfExe,4,2,7,183.5480397,4,24,38.14905923
12000,42000,58000,DebtCon,Other,5,0,1,113.6333333,1,18,
8800,67200,80300,HomeImp,Other,10,4,1,135.8666667,1,33,
21000,113954,136249,DebtCon,Office,2,0,0,97.54425218,13,14,33.62088344
11500,62000,83000,DebtCon,,0,5,1,177.5666667,2,34,
8400,48032,95213,HomeImp,Office,5,1,4,326.6795905,0,30,38.19168174
13400,58307,71810,DebtCon,Other,9,0,2,82.70830934,2,32,36.94779822
8100,28523,39816,DebtCon,Other,5,0,0,130.6439333,0,16,37.39352642
5500,85845,122205,DebtCon,ProfExe,5,0,0,172.2132767,1,26,32.67664088
25900,21852,57518,HomeImp,Other,2,0,0,80.16847942,2,11,31.98368604
27900,90694,121543,DebtCon,Mgr,5,2,1,107.0462506,8,15,0.838117525
6300,12476,32559,HomeImp,Office,12,3,6,227.1299051,0,23,23.31951678
10500,,18600,HomeImp,Other,24,,,,,,
20000,125000,165000,DebtCon,ProfExe,2,0,0,314.5,0,30,
25600,50910,87358,DebtCon,Other,19,2,0,104.4064722,0,27,42.67745065
5700,80437,109647,HomeImp,ProfExe,9.5,0,0,104.4,0,14,
31000,67794,103535,DebtCon,Mgr,7,0,1,116.8989899,1,31,44.06542878
8900,64343,84013,DebtCon,Other,4,0,0,39.22171925,0,12,35.78843746
16500,67000,109500,DebtCon,Mgr,2,4,0,217.1,2,24,
10000,52410,54500,,Mgr,1,9,4,132.9,4,29,
18400,72718,98065,DebtCon,Other,8,0,0,119.0578171,0,19,35.36412843
10700,55043,68609,DebtCon,Other,2,0,0,46.27217596,1,17,25.44884453
12800,40932,72172,DebtCon,Other,20,0,0,162.0440104,0,16,37.51836575
6800,31000,42000,DebtCon,Mgr,3.5,1,0,106.2666667,2,26,
2300,28192,40150,HomeImp,Other,4.5,0,0,54.6,1,16,
5000,,74500,HomeImp,Other,19,,,,,,
25000,86000,120000,DebtCon,Mgr,6,2,1,105.5333333,8,16,
15800,74815,89721,DebtCon,Mgr,16,0,0,,0,0,37.98450463
8400,37256,45956,DebtCon,Other,1,0,0,214.44323,1,6,31.24524851
15000,,50000,HomeImp,Other,0,3,4,206.9666667,1,45,
40000,331000,415000,DebtCon,ProfExe,22,0,0,242.4666667,8,34,
3400,37000,52000,HomeImp,Office,2,0,1,183.2999156,0,6,
16000,69322,106189,HomeImp,ProfExe,2,1,1,238.4,0,31,
8800,108608,,DebtCon,Mgr,0,0,6,253.4717586,4,23,
8000,4500,,DebtCon,Other,1,3,2,102.4333333,6,15,
4000,55000,59000,DebtCon,Other,12,2,0,146.1,0,22,
6000,33600,,HomeImp,Other,2,0,0,140.9333333,1,20,
28100,72100,112000,DebtCon,ProfExe,20,4,1,120.7333333,1,58,
2900,78600,113000,DebtCon,ProfExe,6,1,0,165.3333333,2,26,
16500,48833,68872,DebtCon,Other,1,0,0,60.39065229,0,12,22.45962439
50100,256431,,,Other,0,0,4,142.343205,2,25,3.342569837
24000,18655,48800,HomeImp,Other,3,0,0,65.96666667,3,12,
12000,74265,91000,HomeImp,Other,7,1,0,137,0,3,
14500,38986,49970,HomeImp,Other,1,8,1,220.917262,0,17,47.91452111
25000,59841,108620,,Self,20,0,0,101.4666667,0,4,
16900,73128,101683,DebtCon,Sales,26,0,0,254.1917975,0,45,38.51230869
16300,79087,102921,DebtCon,Sales,23,0,0,256.2530843,0,45,36.98708569
9200,64900,78000,DebtCon,Mgr,10,0,0,122.7666667,2,24,
5500,40584,46645,HomeImp,Other,4,0,1,136.3206375,0,13,34.49470897
22500,60700,91000,DebtCon,Self,13,0,0,145.0666667,6,29,
38000,290000,364000,DebtCon,ProfExe,0.3,0,0,126.8333333,6,32,
13200,65997,88000,DebtCon,Other,2,0,0,113.2333333,2,25,
20600,48500,72000,DebtCon,Other,17,0,0,,0,0,
12300,77000,94000,DebtCon,Mgr,41,,4,212.8666667,4,17,
23900,,105700,DebtCon,Other,0.8,,,,,,
24700,79347,108238,DebtCon,Other,0,1,0,45.62588779,6,49,46.99603429
22600,78975,103374,DebtCon,Mgr,11,0,0,259.319755,1,14,27.74405551
10000,28000,73250,HomeImp,Other,2,0,0,28.96666667,4,12,
20900,61402,88659,DebtCon,ProfExe,9,3,0,164.2489323,1,63,40.92143334
25000,11300,154340,DebtCon,Other,19,1,5,119.6666667,1,21,
50000,69400,163000,HomeImp,Other,1.3,0,1,103.1333333,,13,
7300,28500,42050,HomeImp,Other,3,,,,,,
15800,42504,64847,HomeImp,Other,,0,0,120.738013,2,18,36.83445756
20000,68958,99875,DebtCon,ProfExe,11,1,1,117.6666667,0,23,
20000,142500,190000,DebtCon,Mgr,0.2,2,4,313.5333333,3,18,
12100,186062,227171,HomeImp,ProfExe,0,0,0,67.78084803,,4,26.990533
5500,21359,30000,DebtCon,Other,7,3,2,130.8,3,14,
8200,47700,60000,DebtCon,Other,0.1,0,0,,0,0,
18700,66003,82410,DebtCon,Mgr,0,1,0,85.77380757,1,23,51.5173853
18000,99401,140000,DebtCon,Other,8.9,2,0,150.1,3,20,
17000,43000,63500,DebtCon,Other,8,0,0,46.66666667,3,11,
12800,111000,124500,DebtCon,Sales,7,1,0,203.9,2,40,
3200,54000,64850,HomeImp,Other,1,0,0,121.8666667,3,21,
38700,,60000,DebtCon,Other,0,0,0,235.3666667,1,15,
8800,32169,37533,DebtCon,Other,3,0,0,74.44929477,3,19,25.34174093
11000,54100,70438,DebtCon,Self,2,3,1,115.6,1,25,
8400,44800,56000,DebtCon,Other,0,1,5,314.5,4,42,
10800,57892,78900,DebtCon,ProfExe,15,0,3,329.1666667,1,14,
10000,,79500,DebtCon,ProfExe,19,0,0,285.1,2,7,
14800,,,HomeImp,ProfExe,0,,,,,,
56800,95321,169000,DebtCon,Other,3,0,0,239.4333333,4,38,
39500,,50000,DebtCon,Other,7,0,0,51.76666667,0,14,
25000,101250,135000,DebtCon,Self,3,0,0,301.3,4,46,
17000,52663,82000,,,,,,,,,
12300,48238,66603,HomeImp,Office,6,0,1,80.38898294,1,11,40.01910455
7300,60890,75785,DebtCon,Other,6,0,1,45.96666667,0,13,
24800,132000,165000,DebtCon,Mgr,19,0,0,187.6666667,4,35,
7300,58671,87975,HomeImp,Mgr,3,0,0,74.06666667,1,16,
50000,160000,235000,DebtCon,ProfExe,0.3,0,0,184.7,0,41,
12800,51800,68000,HomeImp,ProfExe,6,,,,,,
15300,96700,,HomeImp,Other,5,0,1,225.1666667,0,24,
17000,62755,81180,DebtCon,ProfExe,19,2,0,134.9333333,2,28,
13500,65000,,DebtCon,ProfExe,14,0,2,105.5,4,34,
19400,178000,219300,HomeImp,ProfExe,12,0,0,214.3666667,0,26,
12700,30428,47387,DebtCon,ProfExe,2,0,0,164.4900213,0,36,38.8741586
22300,,135000,DebtCon,Office,9,,,,,,
20000,11000,75000,DebtCon,Other,7,1,3,267.8333333,1,23,
14500,149000,,DebtCon,ProfExe,25,0,2,384.5,0,71,
13300,67483,85454,DebtCon,ProfExe,16,0,2,335.9893152,1,14,30.37586285
10000,84000,132965,DebtCon,Sales,30,0,0,325.6333333,1,24,
8900,33208,75000,DebtCon,Mgr,22,0,3,166.2,1,33,
10000,122800,151500,HomeImp,ProfExe,2,0,0,205.9666667,1,23,
9300,24000,37125,DebtCon,Office,3.5,1,1,148.0333333,2,19,
18000,114000,147140,DebtCon,Other,5,0,0,122.7333333,2,13,
50500,70318,172288,HomeImp,Other,0,0,1,106.2010986,,13,25.84526388
5000,40000,32480,HomeImp,Other,8,3,2,163.3666667,1,16,
30800,147577,187129,DebtCon,Office,11,0,0,,0,0,42.36225264
8000,36000,115800,DebtCon,Other,,0,0,168.2333333,3,30,
9500,,40000,HomeImp,Other,10,0,0,36.5,1,1,
27900,62264,39604,DebtCon,Sales,10,3,1,118.7782646,7,23,48.07753147
77200,83962,215000,HomeImp,Self,8,1,2,71.53313192,3,14,
2000,,62250,HomeImp,Sales,16,0,0,115.8,0,13,
41300,42000,98000,DebtCon,ProfExe,12,0,0,222.2,0,23,
6200,42100,57385,DebtCon,Other,8.5,0,1,164.8,1,28,
25000,160000,220000,DebtCon,Other,7,0,6,228.0666667,2,35,
28000,86600,127000,DebtCon,ProfExe,6.5,0,4,234.3666667,5,35,
13500,83673,109000,HomeImp,Mgr,2.3,0,1,238.4,3,57,
4000,41700,76725,HomeImp,Other,0.5,0,3,136.1333333,0,15,
15800,58100,83000,DebtCon,ProfExe,2,1,1,284.0666667,4,27,
17900,,31953,HomeImp,Other,10,0,1,74.42930759,1,2,29.97560335
7000,66000,86300,DebtCon,Other,3,1,1,242.4333333,0,8,
26500,14000,45000,DebtCon,Other,0,0,0,195.2333333,1,7,
25400,136322,,DebtCon,ProfExe,2,0,5,303.7379347,1,27,16.6446745
5100,15500,34000,DebtCon,Other,0,1,2,86.23333333,2,13,
15000,45000,85000,HomeImp,Mgr,11,0,0,110,0,31,
15000,79000,108000,HomeImp,Other,0.4,0,0,385.5,3,31,
10700,34000,49756,HomeImp,Other,0.9,1,0,230.3,8,8,
12900,94000,,DebtCon,Office,8,0,1,205.9333333,0,19,
14700,63000,89250,DebtCon,ProfExe,4,0,0,87.46666667,0,28,
5100,9900,30451,HomeImp,Other,11,0,0,21.2,0,2,
23000,32000,55000,DebtCon,Other,0.4,0,0,211.0333333,0,23,
18400,43188,68876,DebtCon,Other,,0,0,199.000576,6,25,41.00610329
7500,80440,72920,HomeImp,Mgr,8,0,1,201.5,0,24,
8900,72581,90585,DebtCon,Office,18,1,1,207.9666667,0,30,
16700,77083,103540,DebtCon,Other,17,0,0,170.8123729,,10,37.2264306
10000,16288,48600,DebtCon,Other,24,0,0,268.8333333,1,16,
14800,63800,96500,HomeImp,Mgr,9,0,4,185.4333333,2,14,
23000,47000,78000,DebtCon,Other,17.8,2,1,100.4666667,0,28,
15000,37624,60562,DebtCon,Other,,0,1,186.8666667,7,26,
25000,68000,,DebtCon,Other,8,,1,134.7666667,3,33,
10000,20500,54600,HomeImp,Self,15,0,0,160.3333333,2,11,
7000,18000,25000,DebtCon,Other,6.5,1,0,205.9666667,1,19,
24900,62191,83694,HomeImp,Other,3,0,0,55.9375123,0,14,62.11072187
20100,54098,88939,,,,,,,,,
10900,86754,110000,DebtCon,ProfExe,13,0,2,103.4333333,0,19,
19000,100670,122581,DebtCon,Mgr,10,0,,81.25254742,0,27,41.86363105
18400,116228,148722,DebtCon,Other,1,0,0,159.1692347,2,25,38.07976182
24000,88783,116967,DebtCon,Self,2,0,0,171.5062567,5,23,56.96183857
16800,27623,88231,DebtCon,ProfExe,8,0,0,122.463272,0,12,55.96202222
9100,28550,40300,HomeImp,Other,5,0,0,109.5356355,7,33,23.08290534
5900,,28000,DebtCon,Self,1,2,1,36.76666667,1,8,
13500,28000,85999,DebtCon,Other,0,6,4,227.2666667,6,37,
72300,,85000,DebtCon,Other,1,0,0,117.1666667,9,23,
16100,49371,77400,DebtCon,Office,3,2,2,214.0603762,1,51,44.21676389
23500,54816,87000,DebtCon,Other,3.5,0,1,223.2,0,17,
5500,,43132,HomeImp,Other,,,,,,,
17400,54161,75500,DebtCon,Office,4,0,0,23.33333333,5,11,
50200,34668,,DebtCon,Mgr,7,1,0,117.6825478,1,5,36.72448606
24200,39808,,DebtCon,Self,3,1,0,184.7251127,0,16,51.63038059
12400,57105,74582,DebtCon,Other,12,0,0,134.0317679,0,20,36.92573641
41700,,854114,HomeImp,Other,18,0,0,189.0993782,1,23,43.25877898
13100,22422,34800,HomeImp,Office,2.6,2,0,93.3,1,3,
20000,117820,154000,DebtCon,Mgr,3,0,0,70.99812734,0,29,
8000,86804,113000,DebtCon,Other,7,1,3,145.1666667,1,20,
5700,58400,75000,HomeImp,ProfExe,4,0,0,177.5,2,26,
19700,62351,84624,DebtCon,Mgr,0,1,0,88.12651678,1,22,54.24133474
26800,18459,53907,DebtCon,Other,0,0,0,200.4170271,0,6,71.51211057
5000,81748,,DebtCon,ProfExe,14,1,2,144.0666667,2,17,
19300,152000,182000,HomeImp,Self,1,,,,,,
5100,129319,141875,HomeImp,Sales,7,1,0,157.8598021,0,36,25.65074122
11800,74512,93328,HomeImp,Office,4,5,0,117.91882,,16,58.29598994
41200,48400,99500,DebtCon,Other,3,1,1,203.8,2,38,
45900,52720,115224,DebtCon,Other,,0,1,126.1165183,0,21,
20400,19265,43962,DebtCon,Office,5,2,0,177.9047071,1,15,35.40463887
50000,235000,295000,HomeImp,Mgr,6,0,1,110.5666667,8,23,
50000,167000,245000,HomeImp,Self,22,1,7,267.9,2,24,
3900,21200,39000,DebtCon,Mgr,4,0,1,86.56666667,2,14,
27700,61396,111627,,Self,20,0,0,87.00250011,0,4,84.61388869
17900,51080,92051,HomeImp,Mgr,10,0,0,117.0897854,0,31,42.373233
4500,90000,105800,HomeImp,Other,6,2,3,80.1,3,10,
15000,57900,88200,DebtCon,ProfExe,10,,,,,,
18000,12900,21500,HomeImp,Office,5,3,0,109.5666667,0,33,
18200,55406,78682,DebtCon,Other,,0,0,122.7177095,0,39,33.6938313
3000,47000,82700,HomeImp,ProfExe,10,0,1,262.1666667,5,26,
19000,42000,64000,DebtCon,Mgr,9,0,0,30.46666667,3,8,
12100,67000,79100,DebtCon,Mgr,5,0,0,155.2,1,32,
23000,56000,92000,DebtCon,Other,8,1,4,69.13333333,2,27,
3500,19400,20494,HomeImp,Other,5,0,0,95.93333333,0,9,
11700,54085,68239,HomeImp,Other,2,1,2,8.055265077,3,15,32.01265858
6700,27510,42495,DebtCon,Other,2,0,2,171.5264892,3,27,41.42859751
11700,,67940,HomeImp,Mgr,3,3,4,204.0255932,1,38,
15000,,,HomeImp,,1,1,0,108.5333333,0,22,
2900,7750,67996,HomeImp,Other,16,3,0,122.2046628,2,8,36.211348
40000,120000,159000,DebtCon,Other,0,0,1,314.5,6,52,
5400,59720,63450,HomeImp,ProfExe,5,0,1,199.9,1,20,
25000,26743,57000,DebtCon,Other,2,0,0,90.6,3,19,
15000,33000,,,,0.9,7,5,144.8666667,0,20,
13000,29461,49326,HomeImp,ProfExe,11,0,0,171.5976685,1,8,38.91799988
30200,36000,73500,DebtCon,Office,14,0,1,202.9666667,0,33,
5000,78893,82600,HomeImp,Mgr,16,0,0,133.9,1,34,
12000,28298,72000,DebtCon,Other,8,,,105.5,2,22,
12400,45604,65501,DebtCon,Other,9,0,1,70.33753056,1,24,35.21218126
8100,19772,39431,DebtCon,Other,0,0,1,82.33528778,1,12,20.34246772
16300,31800,63000,DebtCon,Other,12,1,5,124.9,1,14,
19300,96454,157809,DebtCon,Other,3,0,0,1168.233561,0,0,40.20613826
29000,79000,,HomeImp,ProfExe,8,0,1,189.7,1,33,
12000,74427,96270,DebtCon,Other,18,0,1,169.7333333,2,40,
13700,59012,81465,DebtCon,Mgr,12,0,0,167.4333333,0,31,
4000,17000,52012,HomeImp,ProfExe,22,3,1,85.33333333,1,9,
15000,45000,68250,DebtCon,Other,7,0,1,55.96666667,0,4,
28200,66242,109762,DebtCon,Other,8,0,1,130.9695654,0,21,60.29541349
5300,26908,36078,HomeImp,Other,,0,0,302.3587095,0,8,39.1969854
15000,68000,96000,DebtCon,Mgr,12,0,3,109.5666667,0,24,
53600,208197,297280,DebtCon,ProfExe,4,1,1,160.4852512,2,29,41.6467315
12400,94000,112000,DebtCon,Mgr,4,0,0,,0,0,
11300,,,HomeImp,Other,,,,,,,
8000,32100,36739,HomeImp,Other,4,0,0,79.45884505,2,8,31.27671568
34600,169960,224716,DebtCon,Mgr,2,0,0,182.0684611,2,21,32.71020486
15000,96931,137390,DebtCon,Other,0.2,0,0,114.8666667,1,16,
10800,52600,66700,DebtCon,ProfExe,2,0,0,110.5666667,5,26,
5400,78300,88000,HomeImp,ProfExe,8,0,0,102.5,3,19,
25400,107343,192642,DebtCon,Other,1,0,10,192.6716931,1,14,35.75976024
19000,93050,118000,DebtCon,Office,1,0,0,40.56666667,0,10,
14900,58204,71257,DebtCon,Office,3,3,2,206.5187349,1,50,43.76293027
5000,16600,25250,HomeImp,Other,6,0,0,88.7,1,3,
